id,name,soupFace,soupBase,fewShots,clues,difficulty,sourceID
b69a8674,消失的室友,我的室友最近变得很奇怪，总用我的牙刷穿我的拖鞋，还整夜不回来。有天晚上我忍无可忍和她对质，争吵中我不小心推了她一把，她撞在墙上。当我过去扶她时，墙面突然渗出大量血迹。,室友三天前就搬走了，我因过度思念产生幻觉。每晚梦游时穿着她的拖鞋、用她的牙刷，假装她还住在这里。那晚我把衣柜镜子错当成室友争吵，推倒衣柜后镜子碎裂，我被飞溅的玻璃划伤流血。,问题1:室友真的存在吗？:不是; 问题2:血迹是真实的吗？:是; 问题3:我最近精神状态正常吗？:不是; 问题4:墙面本身会渗血吗？:不是; 问题5:那些生活用品是谁的？:是我的,室友的物品早就收拾空了; 我总记不清前一天晚上做了什么; 牙刷和拖鞋总是莫名其妙变湿; 邻居说从没看见过我的室友; 我的手上经常出现细小伤口; 衣柜的位置发生过变化; 卫生间镜子上有裂痕; 我服用过抗抑郁药物; 墙上血迹检测出是我的DNA; 租房合同显示我是唯一租客,2,f1ba14d3
d0490ae5,消失的邻居,我的邻居最近很奇怪，不但每天凌晨三点准时敲我的门，还总是穿着我失踪妻子的衣服。昨晚我忍无可忍和他对峙，却突然发现他脸上有血迹，我惊恐地后退时撞倒了身后的花瓶，花瓶碎了一地，而他却消失了。,"我的妻子一年前失踪了，我因过度思念产生了幻觉。邻居其实从未敲过门，那些都是我半夜梦游时产生的幻听。我偷穿妻子的衣服在镜前自问自答，昨晚对峙的""邻居""其实是镜中的倒影。撞碎花瓶后清醒过来，血迹是我梦游时不小心划伤的手。",邻居真的存在吗？:不是，是主角的幻觉; 妻子衣服为什么会出现在邻居身上？:其实是主角自己穿的; 血迹是怎么回事？:是主角自己受伤流的血; 凌晨三点的敲门声是真实的吗？:不是，是幻听; 花瓶为什么会碎？:主角后退时撞倒的,主角的妻子已经失踪一年; 邻居从没有正面回应过主角的质问; 主角家里有面大落地镜; 主角最近睡眠质量很差; 有人曾看到主角半夜在小区游荡; 主角衣柜里有女性衣物; 主角手上常有不明原因的伤痕; 警察确认邻居那段时间在外地出差; 监控从未拍到过有人凌晨敲门; 花瓶碎片上有主角的指纹和血迹,3,f1ba14d3
d29a4c8d,消失的室友,我的室友最近行为很古怪，总穿着我的衣服用我的电脑。有天深夜我醒来发现他又在翻我的东西，我气急败坏地冲上去抓住他的肩膀——可我的双手却直接穿过了他的身体。,我的室友半年前因车祸去世，我因过度悲伤产生幻觉，经常无意识地使用他的遗物（穿他的衣服、用他的电脑）。那晚看到的其实是自己在镜中的倒影，试图抓住幻影时碰倒了镜子。,室友是否还活着？:不是; 我看到的是实体吗？:不是; 房间里有镜子吗？:是; 衣服原本属于谁？:室友; 我们关系很好吗？:是,衣柜里总少一套衣服; 电脑浏览记录有陌生搜索; 总在凌晨三点有动静; 总闻到残留的古龙水味; 邻居说从没见过访客; 桌上总出现凉掉的咖啡; 日历停留在半年前的日期; 床头有褪色的合照; 衣柜深处放着黑色袖章; 邮箱积压着未读的讣告,2,f1ba14d3
af8c85fa,镜中鬼影,我的室友最近变得很奇怪，总在深夜对着镜子自言自语，还偷偷穿我的西装。昨晚我忍无可忍质问他，争执中镜子突然碎裂，我扶他时发现手掌沾满发黑的血迹。,"室友两周前已因车祸去世，过度悲痛让我产生幻觉。每当深夜我会穿他的遗物西装，对着镜子扮演他的习惯动作。争执时实际是我在推搡镜中的幻象，而所谓的""发黑血迹""是镜框腐朽木刺扎入掌心的霉斑。",问题1:血迹真的是人类的吗？回答1:不是; 问题2:镜子是最近新装的吗？回答2:不是; 问题3:室友有特殊职业需要穿西装？回答3:不知道; 问题4:争执时听到第三方声音了吗？回答4:不是; 问题5:房间有腐烂气味？回答5:是,西装是去年生日礼物; 镜框角落有白色丧事丝带; 床头柜放着镇静剂; 日历停留在车祸那天; 衣柜里西装只有一套; 镜框木料布满黑色霉斑; 手机有未发送的悼念短信; 公寓门锁两周没换过密码; 冰箱食物已过期半个月; 邻居说很久没见双人出入,3,f1ba14d3
795cb501,破碎的镜子,自从那场火灾后，我的双胞胎弟弟就变得沉默寡言。有天深夜，我看见他站在镜子前自言自语，可镜中却没有倒影。当我颤抖着触碰他的肩膀时，他转过身来，我看到了这辈子最恐怖的一幕。,其实火灾那天我弟弟就死了，但因为过度悲痛，我产生了人格分裂，幻想他还活着。那天深夜的'弟弟'其实是分裂出的第二人格在照镜子，而镜中本该是我的倒影却消失了，因为当时主导身体的是'弟弟'人格。当我触碰他时，两个人格突然切换，导致我看到了'自己'变成弟弟模样的恐怖瞬间。,问题1:火灾是否真的发生过？:是; 问题2:弟弟在火灾中幸存了吗？:不是; 问题3:主角是否有精神疾病史？:不知道; 问题4:镜子本身有问题吗？:不是; 问题5:主角看到的恐怖景象是实体吗？:不是,主角经常自言自语; 火灾后家里总是异常安静; 邻居说只见过主角一个人出门; 卧室里只有一张床却有两人生活的痕迹; 主角会突然改变说话方式; 日历上的日期停留在火灾那天; 所有合照里弟弟的脸都被涂黑; 心理咨询记录显示主角拒绝接受弟弟已死; 火灾现场只找到一具尸体; 主角的衣物总是买双份,3,c2759d22
739f8755,深夜电话,我接到朋友电话说“你家的猫真乖”，第二天回家后发现猫不见了，只看到地毯上有血。,朋友最近精神不稳定，把猫当成了实验动物，他在电话里其实说的是‘你家的猫真乖，配合我的实验’，但我听漏了后半句。回家后看到血迹是因为他在进行非法动物实验时失误导致猫死亡。,朋友是从事生物研究吗？:是; 猫的消失和朋友有关吗？:是; 朋友的精神状态正常吗？:不是; 地毯上的血是猫的吗？:是; 朋友在电话里说的话完整吗？:不是,朋友最近经常熬夜; 朋友的工作涉及动物; 朋友家里有奇怪的设备; 朋友最近行为异常; 电话信号不太好; 猫很温顺; 朋友对猫感兴趣; 家里有实验室气味; 朋友提到过“实验”; 猫最近食欲不振,2,c9991075
59cecdfa,午夜图书馆,沙...沙...沙......咔嗒...沙...沙......咚...咚...咚......“原来你在这里啊”,我在深夜的图书馆整理书籍时，无意间看到了一个陌生人正在销毁重要文件。他发现我后开始追逐，我躲进了书架间的角落。听着他的脚步声（沙沙沙）越来越近，我屏住呼吸。当他暂时走远（声音变小）时，我不小心碰倒了一本书（咚）。他立刻折返，从书架缝隙中发现了我的位置，笑着说道：“原来你在这里啊”。,问题1: 我是在白天遇到这个陌生人的吗？回答1:不是; 问题2: 陌生人销毁的东西重要吗？回答2:是; 问题3: 我躲藏的地方有门吗？回答3:不是; 问题4: 咚的声音是我故意制造的吗？回答4:不是; 问题5: 陌生人最后发现我了吗？回答5:是,线索1: 事件发生在深夜; 线索2: 场所是图书馆; 线索3: 陌生人正在销毁证据; 线索4: 沙沙声代表脚步声; 线索5: 声音间隔代表距离变化; 线索6: 咔嗒声可能是关灯或锁门; 线索7: 躲藏地点是书架之间; 线索8: 咚的声音是意外发出的; 线索9: 被发现是因为动静; 线索10: 最后一句是陌生人的话,2,1f5b4b22
4701b14a,黑暗森林,嘎吱...嘎吱...沙沙沙...嘎吱...嘎吱...砰！砰！砰！嘎吱...嘎吱...咔嚓咔嚓...“原来你在这里啊”,"我在森林里迷路时目睹了一起埋尸案件，凶手发现我后开始追赶。我躲进了一个废弃的猎人小屋，听着凶手踩在落叶上的脚步声""嘎吱嘎吱""越来越近。凶手用力拍打木门发出""砰砰""声，后来声音逐渐远去。就在我松一口气时，不小心踩断了地板上的树枝发出""咔嚓""声，凶手立刻转身回来，透过破旧的木板墙缝说道：""原来你在这里啊""。（嘎吱后面的...越多表示凶手离得越近）",问题1:声音的来源重要吗？:回答1:是; 问题2:我是否处于危险中？:回答2:是; 问题3:环境是在室内吗？:回答3:部分是; 问题4:咔嚓声是我故意发出的吗？:回答4:不是; 问题5:凶手最终发现我了吗？:回答5:是,线索1:嘎吱声与落叶有关; 线索2:沙沙声是凶手在快速移动; 线索3:砰砰声是凶手在拍打某物; 线索4:环境是森林中的建筑; 线索5:主人公处于躲藏状态; 线索6:凶手一度离开了躲藏处; 线索7:咔嚓声是意外发出的; 线索8:凶手通过声音再次定位; 线索9:凶手透过某种缝隙对话; 线索10:主人公之前目击了犯罪现场,2,1f5b4b22
77ee96dd,电梯惊魂,叮——11层...叮——10层...哒...哒...叮——9层...哒..哒..叮——8层...哒哒哒！叮———！！“原来你在这里啊~”,我目睹了同事在办公室的杀人现场，凶手发现后开始追我。我逃进电梯，听着凶手从消防楼梯追下来的脚步声（哒哒声）。电梯每下一层（叮声），脚步声就越近。到8层时凶手强行扒开电梯门（叮———），对着缩在角落的我说：“原来你在这里啊~”,凶手是坐电梯追下来的吗？:不是; 哒哒声代表什么？:凶手下楼梯的脚步声; 叮声有特殊含义吗？:电梯到达楼层提示音; 主角为什么能听到凶手脚步声？:消防楼梯与电梯井相邻; 最后一声长叮是否正常？:不正常，是电梯门被强行打开的警报,电梯在持续下行; 叮声间隔越来越短; 哒声出现在叮声之间; 哒声频率逐渐加快; 有金属摩擦声暗示; 背景有轻微喘气声; 8层时声音突然剧烈; 最后出现失真的电子音; 对话声带着回声; 全程没有其他乘客声音,2,1f5b4b22
acb84980,雨夜藏身,轰隆隆...滴答...滴答...轰轰轰...滴答...滴答...滴答...啪嗒啪嗒...滴答...“原来你在这儿啊”,"我目击了黑帮交易现场被发现，在暴雨夜逃亡时躲进了废弃仓库。听着追杀者的雨靴声""啪嗒啪嗒""由远及近，我屏住呼吸躲在货架后。雷声""轰隆隆""掩盖了我的心跳声，当雨靴声渐远时，我不慎碰倒了生锈的铁桶。戴着墨镜的黑帮分子掀开防水布，枪口抵住我的额头说:""原来你在这儿啊""(轰隆隆是雷声，滴答是屋檐滴水声，啪嗒是雨靴踩水声)",是暴雨天气吗？:是; 躲藏地点在室内吗？:是; 声音来源是人类吗？:部分是人类; 有金属碰撞声吗？:是; 对方戴着墨镜吗？:是,暴雨环境产生多种背景音; 金属物品被碰倒; 特定材质的脚步声; 存在视觉障碍物; 场景包含非法活动; 追逐方多于一人; 躲藏处有遮蔽物; 存在突发巨响干扰; 时间发生在夜晚; 涉及致命武器,2,1f5b4b22
a03c94cf,躲猫猫,哒..哒...哒.... 咚咚咚...哒....哒...哒..咔嗒咔嗒. 哒..哒…哒…..“我找到你了哦”,我正在玩捉迷藏，听到追捕者的脚步声“哒哒哒”逐渐接近，我躲在地下室的储物柜里不敢出声。脚步声逐渐远去后，我不小心碰倒了旁边的铁桶（咔嗒咔嗒），追捕者折返回来拉开柜门说：“我找到你了哦”（哒后面的..表示追捕者距离，咚咚咚是拍打柜门声）,问题1: 这是真实发生的追杀吗？回答1: 不是; 问题2: 咔嗒声是人为造成的吗？回答2: 是; 问题3: 场景发生在白天吗？回答3: 不知道; 问题4: 发出声音的人带着恶意吗？回答4: 不是; 问题5: 这里涉及生命危险吗？回答5: 不是,游戏氛围; 儿童活动; 储物空间; 意外响动; 嬉戏性质; 追逐关系; 非致命结局; 日常环境; 声响暴露位置; 角色反转,2,1f5b4b22
05af7433,消失的爱人,我的爱人非常疼我，但自从一场雷暴后，她就把我锁在漆黑的地下室里。当我再次见到她时，她的脸已经惨不忍睹。但我知道，我们终于能永远在一起了。,我是一台老式留声机，主人在古董店发现我后爱不释手。雷暴导致电路短路引发火灾，主人为保护其他藏品把我锁进防火地下室。多年后主人去世，葬礼上我被搬出来播放哀乐时，看到棺材里被火烧毁面容的尸体，才明白这是主人的葬礼。,问题1:爱人是否是人类？:不是; 问题2:雷暴是导致变化的关键吗？:是; 问题3:被锁起来是因为有危险吗？:是; 问题4:面容损毁是物理伤害导致吗？:是; 问题5:永远在一起是指死亡吗？:是,主角是非人类实体; 雷暴引发的连锁反应; 被保护性隔离; 时间跨度长达数年; 再次相见是在葬礼场景; 面容损毁与火灾有关; 地下室具有特殊防护功能; 主人的收藏品身份; 葬礼上播放音乐的传统; 火灾发生在雷暴当天,2,d16ebbc3
3e87b475,笼中鸟,我的主人非常疼爱我，可自从那场大火后，他就把我锁在了一个漆黑的铁笼里。当我们再次相见时，他的脸变得焦黑扭曲。我知道，我们终于可以永远在一起了。,我是一只珍贵的金丝雀，主人总是把我挂在阳光最好的窗前。那场大火烧毁了整栋房子，主人把我救出来后就锁进了地下室的保险柜。多年后人们清理废墟时发现了保险柜，里面是我的骸骨和主人烧焦的尸体——原来他当时已经遇难，救援人员把我们一同埋葬了。,问题1:主人是人类吗？:不是; 问题2:我是动物吗？:是; 问题3:大火是导致变故的关键吗？:是; 问题4:我被锁起来是出于恶意吗？:不是; 问题5:最终我们是在墓地相见吗？:是,主人对我的态度曾经很好; 变故发生在一场灾难后; 我被关在密闭容器里; 容器具有保护功能; 主人面部特征发生可怕变化; 现场有其他人类活动痕迹; 时间跨度很长; 容器是金属材质的; 最终状态是永久性的; 结局带有某种温暖的讽刺,2,d16ebbc3
1220b6e0,纪念品,我的主人很珍惜我，每天都把我擦得闪闪发亮。可自从那场意外发生后，我就被锁在了一个阴暗的柜子里。多年后当我重见天日时，主人已经变成了一尊铜像。我知道，我们终于可以永远在一起了。,我是一枚军功勋章，主人是位功勋卓著的老将军。他在战场上从不让我蒙尘，直到某次演习事故导致他半身瘫痪。羞于见人的将军把我锁进荣誉柜，直到他去世后人们为他竖立铜像，并把我镶嵌在铜像的胸前。（铜像落成仪式上，勋章被永久固定在雕像上）,问题1:主人是军人吗？:是; 问题2:意外导致主人身体残疾吗？:是; 问题3:铜像是主人死后才建的吗？:是; 问题4:我被锁起来是因为主人讨厌我吗？:不是; 问题5:最后我被固定在铜像上了吗？:是,"每天擦拭说明主人有仪式感; ""闪闪发亮""暗示金属制品; 意外后态度转变暗示心理创伤; 铜像通常用于纪念杰出人物; 军事人物常获勋表彰; ""永远在一起""暗示物理固定; 柜子的阴暗与铜像的公开形成对比; 残疾军人可能不愿展示勋章; 战后创伤是常见军人心理问题; 勋奖章常被展示在纪念场所",2,d16ebbc3
bd45d72c,消失的礼物,爸爸每年生日都会送我一颗漂亮的弹珠，但去年的弹珠却消失了。今年生日那天，我发现弹珠出现在一个意想不到的地方。当我终于找到它时，我终于明白为什么去年的弹珠会消失。,我是一个被收养的孩子，每年生日养父都会给我一颗弹珠作为礼物。去年养父去世了，没人知道弹珠在哪。今年我整理遗物时，在养父的骨灰盒里发现了去年的弹珠——原来他早就把弹珠和自己一起火化了，这样就能永远陪伴我。,问题1:弹珠是特殊材质的吗？回答1:不是; 问题2:去年养父还活着的时候弹珠就不见了吗？回答2:不是; 问题3:养父是意外去世吗？回答3:不是; 问题4:弹珠和养父有特殊关系吗？回答4:是; 问题5:弹珠出现在骨灰盒里是有人刻意放的吗？回答5:是,线索1:弹珠是每年唯一的生日礼物; 线索2:去年的弹珠在养父去世后消失; 线索3:今年弹珠出现在意想不到的地方; 线索4:养父去世前健康状况已经不好; 线索5:弹珠本身没有特殊价值; 线索6:养父没有其他亲人; 线索7:弹珠和养父之间有某种情感联系; 线索8:骨灰盒是今年才打开的; 线索9:养父知道自己将不久于人世; 线索10:弹珠被放在骨灰盒是为了传递某种信息,2,d16ebbc3
9ca5d526,镜中人,我的老板对我很好，自从那次事故后，他把我锁在了不见天日的档案室里。可当我再次见到他时，他已经变成了一个陌生人。我知道，我们永远都逃不出这里了。,我是一面古董镜子，曾被老板珍藏在办公室里。一场地震导致档案室坍塌，我被埋在废墟中。多年后救援队挖掘时，发现老板的遗骸和我紧贴在一起——原来地震时他试图抢救我而被埋。人们将我和他的遗骸一起移出，我终于明白为何他说‘我们永远都逃不出这里’。,问题1:老板是人类吗？:不是; 问题2:‘我’是活物吗？:不是; 问题3:档案室是因为自然灾害被封闭的吗？:是; 问题4:老板的死亡和‘我’有关吗？:是; 问题5:最终‘我’和老板是在同一个空间被发现吗？:是,‘我’不是生物; 老板对‘我’有特殊情感; 档案室的封闭是突发事件; 事故发生时老板在场; ‘永远逃不出’暗示物理空间的永久封闭; ‘陌生人’指尸体腐败后的样貌; ‘锁在档案室’是被动行为; ‘再次见到’说明时间跨度很大; ‘我们’暗示两者命运相连; ‘逃不出’暗示死亡结局,2,d16ebbc3
cc349f8a,标记之谜,在城市当警察的我，一天执勤时发现自家公寓门旁多了个“△”标记，以为是物业做的记号就擦掉了。第二天发现标记又出现了，这次还多了一个“△”。晚上巡逻回来时，听到隔壁传来持续的电钻声，烦躁的我敲门投诉，对方却默不作声。第三天早上，发现标记变成了“○”，正准备拍照记录时，邻居的门突然打开，里面的景象让我浑身发冷...,"最近小区发生连环入室抢劫案，歹徒用标记系统选择目标：""△""表示""待观察""，""○○""表示""有安保措施要避开""，""○""表示""可下手目标""。独居的警察因工作规律被标记为△，当歹徒听到警察投诉电钻声（其实是伪装作案工具的声音）时，确认住户在家且警惕性高，便升级为○准备当晚行动。",标记是歹徒留下的吗？:是; 电钻声是真实的吗？:不是; 邻居是真正的住户吗？:不是; 警察身份影响标记变化吗？:是; △代表危险等级较低吗？:不是,最近社区有未破获的系列案件; 标记总是在住户外出时出现; 电钻声只在特定住户门口响起; 被标记的住户都曾投诉过噪音; 标记变化与住户行为直接相关; 作案者伪装成装修工人; ○标记出现后48小时内必发案; 作案者掌握住户作息规律; 被标记住户都是独居者; 作案工具会发出类似电钻的声音,2,eefd6a4f
a9702137,公寓记号,出差回家的我发现公寓门口被画了个红色三角形，以为是小孩恶作剧就擦掉了。当晚洗澡时听见隔壁传来持续的电钻声，愤怒地敲开邻居的门理论。第二天发现红色三角形变成了圆圈，正疑惑时邻居突然开门，我看到了他手里的东西后转身就跑...,整栋公寓被一个连环杀手盯上，他用红色三角形标记独居女性，圆圈代表已确认目标。出差时我家被标记为无人居住，但浴室水声暴露了我的存在。电钻声是杀手在确认住户作息，第二天他拿着凶器出现时，我认出了新闻里描述的作案工具。,问题1:红色记号是否有特殊含义？:是; 问题2:电钻声是不是真实施工？:不是; 问题3:邻居是否早有预谋？:是; 问题4:我之前认识这个邻居吗？:不是; 问题5:凶手专门针对特定人群吗？:是,记号颜色始终是警告意味的红色; 电钻声在深夜持续不断; 邻居开门时戴着橡胶手套; 门把上有奇怪的化学药剂味道; 前两周社区发生过类似案件; 标记形状具有递进变化规律; 邻居的猫眼被故意遮挡; 理论时对方反常地观察我的穿着; 浴室镜子上曾出现水雾手印; 逃跑时发现消防通道被锁,3,eefd6a4f
0cb0edf1,消失的房客,搬进新公寓的第一天，我发现门把手上挂着一串风铃。我以为这是前房客留下的装饰品，便随手摘下来扔进了垃圾桶。当晚睡觉时，却被一阵清脆的风铃声惊醒。开灯查看，那串风铃竟又回到了门把手上。第二天询问物业，他们说这栋楼根本没有前房客。当晚我特意把风铃锁进了抽屉，可午夜时分，风铃声再次响起...,"这栋公寓其实是中介公司的非法隔断房，每个房间都藏着秘密摄像头。真正的""前房客""是偷窥癖房东，他用风铃作为标记——挂着风铃表示房间有人居住需要继续偷拍。当我扔掉风铃后，他半夜偷偷重新挂上。发现我可能察觉异常后，物业谎称没有前房客。最后一夜的风铃声，是房东亲自来安装隐藏摄像头时碰响的...",风铃是金属制的吗:是; 物业知道风铃的事吗:不知道; 前房客真实存在吗:不是; 这栋楼有其他住户吗:是; 我住的房间有特殊之处吗:是,风铃总是回到门把手上; 物业态度可疑; 房间价格异常便宜; 墙壁有可疑小孔; 夜间能听到奇怪的机械声; 前任租客都短期退租; 垃圾桶的垃圾曾被翻动; 抽屉有被撬痕迹; 房东从不露面; 合同条款存在隐私漏洞,3,eefd6a4f
7e9c0a31,神秘标记,出差回家的我发现公寓电梯旁画着红色三角形，以为是涂鸦便擦掉了。当晚发现三角形重现，还多了一个绿色圆圈。次日早晨发现圆圈变成了叉号，而当晚听到隔壁传来奇怪的机械运转声。第三天发现叉号变成了骷髅图案，当我疑惑时隔壁门突然打开......,整栋楼其实是秘密人体实验基地，研究人员用符号标记实验体状态：三角形代表新入住观察对象，圆圈表示已植入追踪芯片，叉号代表夜间进行过记忆清除手术，骷髅图案意味着即将执行最终脑提取实验。听到的机械声是记忆清除仪，隔壁住着伪装成邻居的研究人员。,红色三角形是否第一次出现？:不是; 机械声是否与医疗设备有关？:是; 符号变化是否针对所有住户？:不是; 邻居身份是否正常？:不是; 这栋楼是否存在特殊用途？:是,主角是长期出差后突然返回; 符号总是出现在相同位置; 符号颜色具有特定含义; 夜间会听到非常规家用设备的声响; 邻居行为存在时间规律性; 主角没有正式见过任何邻居; 公寓租金明显低于市场价; 保洁人员穿着类似实验服; 电梯需要特殊卡才能到达某些楼层; 窗外景色存在不合理的重复,3,eefd6a4f
0eeb0a08,消失的室友,公寓里总飘着腐烂的味道，房东问我另一个租客去哪了。我坚称一直独居，可他拿出登记簿时我愣住了——上面确实写着两个人的名字。,我室友是某个地下组织的线人，因掌握关键证据被追杀。为保护她，我帮她伪造了死亡现场，用动物内脏制造尸臭。后来组织找到这里，我被迫将她锁进密室墙内。房东看到的登记簿是我用特殊墨水伪造的——本该随时间消失的字迹，因为潮湿重新显现了。,问题1:腐烂味道是真的吗？:是; 问题2:我认识那个组织吗？:不是; 问题3:登记簿的字迹原本应该消失吗？:是; 问题4:室友现在还活着吗？:不知道; 问题5:我伪造登记簿是为了保护自己吗？:不是,衣柜里挂着风格迥异的两种衣服; 浴室有两套牙具但其中一套布满灰尘; 厨房角落堆着大量动物内脏包装袋; 卧室墙面有可疑的新刷油漆痕迹; 书桌抽屉锁着组织威胁信; 冰箱贴着两人份的过期食材清单; 我总在深夜敲击某面墙壁; 手机里有已删除的密室构造图; 阳台花盆埋着带血的橡皮手套; 每次房东来访都刻意打开所有窗户,3,23872de5
bc969b7f,消失的房客,房东问我上个租客去哪了？我坚决否认曾经有人租住过。可随后房东从地下室翻出的行李箱却让我脸色煞白…,我和弟弟是流浪儿，为了生存我伪造身份租房。真正的租客是个独居作家，发现我们秘密后威胁要报警。为了保护弟弟，我将他砌进了隔墙里。用他的存款继续交房租，让房东以为始终是同一租客。直到房东偶然发现装着作家手稿的行李箱…,行李箱里有血迹吗？:是; 弟弟知道真相吗？:不是; 房东见过真正租客吗？:不是; 作家有家人寻找他吗？:不知道; 我们伪装成租客多久了？:三年,每月房租准时缴纳; 从不让房东进屋检查; 弟弟总说听到敲墙声; 行李箱里有未发表的小说; 地下室有水泥修补痕迹; 房东说租客性格大变; 弟弟记得有个教他写作的叔叔; 作家电脑里有我们的照片; 我总戴租客的眼镜出现; 最近开始收到催稿邮件,3,23872de5
8a05580f,失踪的姐姐,妹妹问我为什么从来没有提起过姐姐，我矢口否认了姐姐的存在，可随后她拿出的照片却让我震惊了…,我和姐姐从小相依为命，后来被一位声称是远房亲戚的女人收养。她让我们叫她姐姐，但她实际上是一个贩卖儿童的罪犯。为了保护姐姐，我在她准备卖掉我们的前一晚，将她锁在地下室里，不久后她饿死在那里。我把她的尸体和所有痕迹都埋在了后院，让所有人以为她从未存在过。我以为时间会抹去一切，直到妹妹无意中翻出了那张照片…,问题1:我和姐姐是亲姐妹吗？:是; 问题2:那位收养我们的女人是真的亲戚吗？:不是; 问题3:女人对我们好吗？:不是; 问题4:女人有别的目的吗？:是; 问题5:地下室在这个故事中重要吗？:是,我和姐姐从小一起长大; 没有其他亲人; 被一个女人收养; 让我们称呼她为姐姐; 地下室被锁住了; 女人突然消失; 后院有新翻动的痕迹; 妹妹发现的照片上有三个人; 照片上的女人不是我们的亲生母亲; 照片的背景是地下室,3,23872de5
2647d246,录音带,弟弟问我妈妈去哪了？我坚决否认妈妈的存在，可随后弟弟播放的录音却让我脸色大变…,我和弟弟从小被生母虐待，后来被一位女音乐老师收养。她让我们叫她妈妈，我以为终于得到了母爱。但她其实有精神疾病，经常在深夜用录音设备记录虐待我们的过程。为了保护弟弟，我在她又一次发作时失手杀了她，并将所有录音带埋在后院。我以为时间会抹去一切，直到弟弟挖出了那盘藏着真相的录音带…,提问1: 录音带里是虐待证据吗？回答: 是; 提问2: 收养者有精神疾病吗？回答: 是; 提问3: 弟弟知道收养者已死吗？回答: 不知道; 提问4: 我们是被生母抛弃的吗？回答: 不是; 提问5: 杀死收养者是预谋吗？回答: 不是,"养母是音乐老师; 深夜经常有奇怪声响; 后院有新翻动的痕迹; 弟弟最近在玩考古游戏; 我总说""妈妈从没存在过""; 养母房间有大量空白录音带; 弟弟最近总说听到女人哭声; 我坚持说我们一直是两个人生活; 养母死后我把她所有物品都烧了; 录音带里传来打骂声和我们的哭声",3,23872de5
