id,name,soupFace,soupBase,fewShots,clues,difficulty,sourceID
9a44fb44,夜半犬吠,你住在城市的高层公寓，隔壁住着一对养大型犬的年轻情侣。每晚都能听到他们遛狗时的脚步声和犬吠声。某天深夜，你被激烈的争吵声惊醒，接着听到犬吠、抓挠门和撕咬东西的声音。后来有东西在挠你家的门，你以为是狗便没理会。第二天物业带着警察敲开了你的门。,情侣发生争执（争吵声），男方失控砍下女方的手指（犬吠实为惨叫），女方用断指抓挠房门（抓挠门声），疼痛中咬住抱枕（撕咬声），后爬出房门用膝盖撞击你家门求救（挠门声），因未被理会失血休克而死，清晨保洁发现血迹报警。,声音来源是狗吗？:不是; 情侣吵架有关键吗？:是; 犬吠声有特殊含义吗？:是; 抓挠门的是动物吗？:不是; 撕咬声是否真实在撕咬？:不是,"公寓隔音效果很好但能听到清晰惨叫; 平时遛狗时间是晚上7-8点; 深夜听到的""犬吠""声调异常尖锐; 抓挠门的声音带着金属刮擦感; 撕咬声后伴随着液体滴落声; 物业提到走廊监控有15分钟故障; 警察询问时特别关注你家门把手; 隔壁门口的地毯有拖拽痕迹; 清晨发现的血迹呈放射状分布; 法医在勘查时反复查看门框底部",2,a9547ff9
8ced658e,湖畔夜惊,你独自住在湖边的小屋里，附近只有一户邻居，是一对研究水鸟的老夫妇。你们两家之间隔着一片湿地。有一天深夜，你被一阵激烈的争吵声惊醒，之后听见了水鸟的尖叫、翅膀拍打和啄食的声音。过了一段时间，你又听到有东西在敲打你家的窗户，但你没有理会，继续睡了过去。第二天，动物保护协会的人敲响了你家的门。,老邻居夫妻吵架（激烈的争吵声），丈夫一怒之下割下了妻子的舌头，并折断了她的四肢，妻子发出痛苦的尖叫（水鸟叫声）。冷静下来后的丈夫自杀，妻子用残肢敲打窗户（翅膀拍打），用嘴在地上啄食苔藓止血（啄食声），爬到你窗前敲窗求救，因未被理会失血过多而死，清晨有人发现尸体报了警。,问题1:邻居夫妻是研究水鸟的专家吗？:是; 问题2:水鸟的叫声是否真的来自动物？:不是; 问题3:妻子是否还活着？:不是; 问题4:敲窗户的声音是否来自人类？:是; 问题5:湿地是否真的出现了水鸟？:不是,邻居夫妻是研究水鸟的专家，对鸟叫声很熟悉; 深夜的争吵声可能暗示家庭矛盾; 水鸟的尖叫与人类痛苦尖叫类似; 翅膀拍打声可能是残肢拍打的声音; 啄食声可能是用嘴止血的行为; 湿地没有真正的水鸟出现; 敲窗户的声音来自人类而非鸟类; 动物保护协会的出现暗示涉及动物或人类; 夫妻二人都不再出现; 深夜的异常行为暗示暴力事件,3,a9547ff9
fc0f6871,深夜牛影,你独自住在郊外，附近只有一户邻居，是一对养马的夫妻。你们两家之间隔着一片草地。有一天深夜，你被一阵争吵声惊醒，之后听见了马嘶，马蹄踩踏栅栏和马咀嚼草料的声音。过了一段时间，你又听到有东西在挠自己家的门，但你没有理会，继续睡了过去。第二天，警察敲响了你家的门。,邻居夫妻吵架（争吵声），丈夫暴怒下砍断了妻子的双手和脚（马嘶声），妻子用断肢扒开马厩门（马蹄踩栅栏），用嘴叼草料止血（马咀嚼声），爬到你门前用残肢挠门求救（挠门声），因未被理会失血过多而死。清晨马夫发现异常报警。,邻居家养的是真马吗？:不是; 听到的动物声音由人类发出吗？:是; 妻子是否在求救？:是; 丈夫是否还活着？:不知道; 挠门声是否意味着危险？:不是,"深夜争吵声暗示家庭暴力; 马嘶声与人类极端痛苦嚎叫相似; 马蹄声实为断肢拍打木质栅栏; 咀嚼草料声是咬住干草止血; 挠门声是残肢摩擦门板; 两户人家间只有草地无障碍物; 警察到来暗示命案现场; 所有""马""相关声音都在深夜爆发; 夫妻职业与动物相关是误导项; 持续声音移动轨迹显示爬行路径",3,a9547ff9
77068765,夜半旅馆,一个疲惫的旅行者深夜投宿一家偏僻的旅馆。前台无人应答，他自己找了间空房休息。虽然很累，但他总觉得有什么在注视着他，整夜难眠。第二天天亮，他发现房间异常干净，所有物品摆放整齐，顿时毛骨悚然，头也不回地逃走了。,"旅行者深夜投宿的其实是一家废弃的标本博物馆。他误入的""客房""是动物标本展示厅，那些""注视感""来自四周的动物标本眼睛。天亮后他发现所有标本都被收进玻璃展柜（看起来像""物品整齐摆放""），才意识到昨夜是被上百双动物眼睛盯着睡觉。",旅馆是正常营业状态吗？:不是; 房间里有其他人吗？:不是; 注视感来自活物吗？:不是; 物品白天看起来和晚上不同？:是; 逃跑是因为发现真相？:是,"旅馆地处偏僻荒凉地区; 前台积灰已久; 房门没有电子锁; 房间陈列过于整齐; 墙壁有固定支架痕迹; 床单散发着防腐剂气味; 夜间听到细微的吱嘎声; 天花板有射灯轨道; 洗手间镜子被拆除; 走廊尽头有""禁止拍照""标识",2,d9874474
beaa78fa,夜半画像,深夜，一个迷路的女孩走进了一家艺术画廊避雨。画廊里只有一幅巨大的肖像画，画中是一个面无表情的男人。女孩太累了，决定在画廊的沙发上休息。尽管很疲惫，她却始终无法入睡，总觉得有什么在盯着她。天亮后，她突然惊恐地发现画中的男人不见了，立刻逃离了画廊。,女孩看到的并非真正的画作，而是一面单向玻璃。画中的‘男人’实际上是玻璃另一侧的真实人物，他一直透过玻璃观察着女孩。天亮后光线变化，女孩才看清那是玻璃而非画作，意识到自己整晚被监视而惊恐逃离。,问题1:画廊是正常营业的吗？:不是; 问题2:画中人物是真实存在的吗？:是; 问题3:女孩最后看到的景象重要吗？:是; 问题4:和光线条件有关吗？:是; 问题5:‘画框’其实是某种装置吗？:是,深夜画廊里只有一幅‘画’; 画中人物面无表情; 女孩感觉被盯着却找不到源头; 画廊没有其他工作人员; ‘画作’尺寸异常巨大; 夜间画廊光线昏暗; 天亮后才发现异常; ‘画框’边缘有细微反光; 画廊位于偏僻地段; 女孩逃离时听到玻璃敲击声,2,d9874474
24e1f812,夜半画廊,一个艺术家深夜在画廊里休息，他总觉得有双眼睛在盯着他，辗转反侧无法入睡。天亮时他终于睡着，醒来后发现画廊里的雕像位置变了，惊恐地逃了出去。,艺术家深夜在画廊休息，误将一尊真人雕塑当成了艺术品。半夜雕塑偷偷移动时被他察觉动静却看不到人影，导致他整夜不安。天亮后他终于睡着，醒来发现雕像位置改变，才意识到昨夜画廊里有个活人在伪装雕塑。,问题1: 画廊平时晚上有人吗？回答1: 不是; 问题2: 艺术家是否认识那个雕塑？回答2: 不是; 问题3: 雕塑原本的位置明显吗？回答3: 是; 问题4: 雕塑会自己移动吗？回答4: 不是; 问题5: 艺术家最后明白真相了吗？回答5: 是,线索1: 画廊夜间通常无人值守; 线索2: 那尊雕塑是新展品; 线索3: 艺术家休息前确认过展厅安全; 线索4: 半夜听到细微的摩擦声; 线索5: 展厅监控录像出现故障; 线索6: 雕塑底座有移动痕迹; 线索7: 艺术家感觉被注视却找不到来源; 线索8: 天亮后雕塑面向改变了; 线索9: 展品清单上多了一件未登记作品; 线索10: 后来在储物间发现了伪装用的雕塑外壳,2,d9874474
1ca5de0c,夜半敲门声,独自在家的老人半夜听到敲门声，他透过猫眼看到门外站着已故的老伴。他吓得没敢开门，直到天亮后鼓起勇气查看，却发现门外空无一人。,"老人患有轻度白内障和夜盲症。半夜听到的声音其实是野猫抓门声，透过猫眼看到的""老伴""是玻璃反光的自己影像（穿着和老伴相似睡衣）。天亮后视力恢复才看清真相。",老人是独居吗？:是; 老伴确实已去世吗？:是; 当时有其他人靠近房屋吗？:不是; 老人视力是否有问题？:是; 门外留下痕迹了吗？:是（猫爪痕）,老人近期总把东西看错; 老伴去世前常穿蓝条纹睡衣; 老人当晚也穿着蓝条纹睡衣; 社区常有野猫出没; 猫眼有点松动会反光; 老人不敢开灯查看; 天亮后发现门框有抓痕; 老人夜盲症加重了; 当晚月光特别亮; 邻居证实没看到人影,2,d9874474
d2e69d61,深夜美术馆,一名画家深夜在美术馆临摹名画，觉得画中人物眼睛会动。他反复修改自己的画作，却始终无法还原神韵。天亮时他惊恐地发现——自己画的竟是一张实时监控画面。,"画家以为在临摹静态油画，实际上美术馆用投影技术将监控画面伪装成名画展览。他整晚看到的""会动的眼睛""是保安在监控室值班，最终发现自己在描摹的是实时监控中保安打哈欠的脸。",美术馆是正常营业状态吗？:不是; 画作本身有特殊技术吗？:是; 眼睛转动是物理现象吗？:不是; 涉及监控设备吗？:是; 保安知道有人在临摹自己吗？:不知道,"美术馆当晚进行技术测试; 传统画框里装着电子屏幕; 投影角度经过精心设计; 监控室与展厅直线距离15米; 画家用的炭笔会反光; 画架位置正对""画作""中心; 凌晨三点监控画面切换过; 画家曾揉搓过自己眼睛; 地面有隐蔽的电缆痕迹; 晨光角度暴露了屏幕边框",3,d9874474
0318a258,八音盒的秘密,女孩总是收到匿名寄来的八音盒，每个八音盒都播放着不同的儿歌。她搬家后，八音盒依然不断寄到新地址。最后她在旧居阁楼发现了一个装满相同八音盒的箱子。,女孩小时候遭遇车祸失忆，她父亲是玩具制造商，为帮她恢复记忆每天制作一个播放她童年歌曲的八音盒。搬家后父亲继续寄送，直到她在旧居发现制作到一半的八音盒和父亲的日记，才明白真相。,八音盒是全新的吗？:不是; 儿歌对女孩有特殊意义吗？:是; 寄件人认识女孩吗？:是; 阁楼的箱子是最近放的？:不是; 女孩发现真相后感到害怕吗？:不是,每个八音盒都略有使用痕迹; 儿歌都是20年前的流行童谣; 包裹永远没有寄件地址; 八音盒底部都刻着相同日期; 女孩对某些儿歌会有模糊记忆; 搬家后邻居说常看到老人徘徊; 阁楼箱子落满灰尘但八音盒很新; 其中一个八音盒里有褪色照片; 照片上是小女孩和玩具工作台; 最新收到的八音盒缺少发条装置,2,fd497ed4
227e49b8,图书馆的秘密,一个女孩总是在图书馆的固定位置看书，某天她收到了一本神秘的古籍，翻阅后惊恐地离开了图书馆，再也没有回来。,"女孩一直在图书馆研究家族历史，收到的古籍是家族失传的族谱，翻阅后发现自己的名字被用红笔圈出，旁边写着一个陌生人的名字和""下一个就是你""的字样，意识到有人盯上了她家族的血脉，于是连夜逃离。",问题1:古籍是图书馆的藏书吗？:不是; 问题2:女孩认识送书的人吗？:不知道; 问题3:古籍内容与女孩有关吗？:是; 问题4:女孩离开是因为害怕吗？:是; 问题5:古籍的内容是真实的吗？:是,女孩每天坐在图书馆同一个位置; 古籍看起来非常老旧; 古籍的装帧风格与现代书籍不同; 女孩收到书时四周没有其他人; 女孩翻阅时脸色突然变得苍白; 古籍内有手写的批注; 批注使用的墨水颜色异常; 女孩离开时没有办理借书手续; 女孩随身物品都没有带走; 图书馆员后来发现古籍神秘消失了,3,fd497ed4
4052f296,神秘礼物,一位年轻女演员在首映礼上收到匿名粉丝送来的古董手镜，镜子背面刻着她童年时的昵称。当晚回家后，她突然取消了所有演出合约搬离城市。,女演员小时候曾有个双胞胎妹妹，妹妹意外去世时手里握着这面刻有两人昵称的镜子被下葬。变态粉丝为了接近她，盗掘了妹妹的坟墓取得遗物。女演员发现镜子内侧有只有她和妹妹知道的秘密刻痕后，意识到礼物来源的恐怖真相。,问题1:镜子上有特殊痕迹吗？:回答1:镜框内侧有姐妹俩童年时刻的星星图案; 问题2:妹妹还活着吗？:回答2:妹妹在她们10岁时因意外去世; 问题3:粉丝之前认识女演员吗？:回答3:粉丝曾是她们儿时邻居; 问题4:镜子原本应该在什么地方？:回答4:镜子应该随妹妹下葬; 问题5:女演员为什么能确定镜子是真的？:回答5:星星图案的位置只有姐妹俩知道,线索1:镜子是20年前的款式; 线索2:昵称是女演员7岁后就不用的乳名; 线索3:镜子边缘有泥土痕迹; 线索4:女演员看到镜子后立即检查了内侧; 线索5:妹妹的葬礼在老家举行; 线索6:女演员取消演出时表现得很惊慌; 线索7:礼物卡片上的字迹像是老人所写; 线索8:女演员最近收到过其他童年物品; 线索9:妹妹是因跌落事故去世; 线索10:事故现场发现过破碎的镜子,3,fd497ed4
1ed1a889,旧钢琴的秘密,老人临终前将一台古董钢琴送给年轻音乐家，音乐家发现琴键下藏着一张泛黄的地图。三个月后音乐家失踪了。,老人曾是地下组织的档案保管员，将机密资料藏在钢琴机械装置中。他选中音乐家是因为其单纯背景和完美音感能触发隐藏机关。音乐家无意间启动机关发现地图后，被潜伏的组织成员灭口。,钢琴是否真的能正常演奏？:是; 地图标注的是宝藏位置吗？:不是; 老人认识音乐家的家人吗？:不知道; 钢琴是否有被改装过的痕迹？:是; 音乐家是否主动寻求过这台钢琴？:不是,老人送琴时特别叮嘱要每天弹奏特定曲目; 钢琴低音区第三个键比其它键下沉更深; 地图边缘印有模糊的六位数日期; 音乐家失踪前连续一周深夜都在琴房; 钢琴内部有不符合年代的铝合金零件; 老人床头柜放着音乐家演出海报; 地图材质是特殊防水纤维; 琴凳夹层藏有老式微型胶卷; 音乐家最后通话记录是国际长途; 钢琴送货单上的签名被反复描摹过,3,fd497ed4
f5334eda,失踪的画作,画廊老板每天都会在闭馆时清点画作数量。某天他发现一幅名画不见了，监控显示整晚无人进入，但画框还挂在墙上。,画廊老板就是偷画贼，他故意每天清点画作制造不在场证明。当晚他用特殊溶剂溶解了画布颜料，将液体装进墙上的消防喷淋头里，所以画框还在原处。,问题1:画是被物理取走的吗？:不是; 问题2:监控录像有被篡改痕迹吗？:没有; 问题3:画框被动过手脚吗？:是; 问题4:消失的画涉及特殊材质吗？:是; 问题5:老板的清点行为重要吗？:是,老板坚持亲自清点画作; 画框背面的挂绳有轻微腐蚀痕迹; 该幅画使用特殊水溶性颜料; 失窃当天消防系统显示异常水压波动; 墙上对应位置有不易察觉的色差; 老板近期购买过大容量密封容器; 监控死角拍到老板深夜拿着空画框; 失窃画作刚好在喷淋装置正下方; 画廊三个月前更换过消防设备供应商; 溶解后的颜料可通过光照检测显现,3,fd497ed4
591da283,影子之谜,"一天我去公共厕所，那时已是晚上，我看见男厕所门口站着一个人后面是他的影子，手中还拿着什么，我吓了一跳，不过很快就冷静下来第二天天警察找到我,问我看到尸体为什么不报警，我想了想瞬间吓呆了。",因为晚上没有光，所以没有影子，那个男人的影子其实是一具尸体。,问题1: 当时周围有没有光源？回答1: 不是; 问题2: 那个人影是否在移动？回答2: 不是; 问题3: 我是否真的看到了那个人的脸？回答3: 不是; 问题4: 那个人手中拿的东西是否重要？回答4: 不知道; 问题5: 警察提到尸体时，我是否感到困惑？回答5: 是,线索1: 事件发生在晚上; 线索2: 公共厕所周围没有光源; 线索3: 我看到的‘影子’并没有移动; 线索4: 我并没有看清那个人的脸; 线索5: 警察提到尸体时我感到困惑; 线索6: 我最初以为看到的只是一个人和他的影子; 线索7: 厕所门口的环境很暗; 线索8: 那个人手中拿着的东西模糊不清; 线索9: 我后来才意识到‘影子’可能是尸体; 线索10: 没有光源的情况下不可能有影子,2,3dc18660
283c37eb,夜半车影,深夜我独自开车回家，路过一个偏僻的加油站。我看见一个人站在加油机旁，他的影子被拉得很长。他手里似乎拿着什么东西在晃动。我觉得有点奇怪，但也没多想就开走了。第二天警察找到我，问我为什么看到凶案现场不停车报警。我震惊得说不出话来。,因为当时加油站没有灯光，不可能有影子，那个所谓的'影子'其实是另一具被吊起来的尸体。,加油站当时有灯光吗？:不是; 那个人手里拿的是绳子吗？:是; '影子'和人是连在一起的吗？:不是; 那个'人'确实活着吗？:不知道; 加油站当时还有其他人在场吗？:不是,时间是深夜; 地点在偏僻的加油站; 加油站没有灯光; 在无光源情况下看到'影子'; '影子'被描述为'被拉得很长'; 注意到手里物品在'晃动'; '影子'与人是分离的; 警察提到的是'凶案现场'; 加油站通常有夜间照明; 被吊的尸体在微风中会晃动,3,3dc18660
7a4ab0c1,深夜停车场,深夜我独自开车回家，停车场灯光忽明忽暗。停好车后，我瞥见后视镜里有个戴帽子的男人站在我车后，他的影子格外清晰。我吓得踩油门逃离，第二天保安说我车尾有刮擦痕迹还沾着奇怪液体。警方调监控后质问我为何撞了人不报警，我这才惊恐万分。,"当时停车场灯光实际已全灭，能看见的""影子""其实是真人——那个戴帽子的人正用身体挡着被撞倒的受害者。",问题1:停车场当时真的亮着灯吗？:不是; 问题2:后视镜看到的影子确实存在吗？:不是; 问题3:帽子男手上拿着东西吗？:不知道; 问题4:车尾液体与事故有关吗？:是; 问题5:帽子男是否试图提醒我？:是,"关键反常点在于深夜的异常清晰影子; 灯光描述用了""忽明忽暗""的障眼法; 保安第一时间注意到的是车尾痕迹; 警方直接认定是""撞人""而非其他案件; 帽子男的站立位置挡在车正后方; 监控视角必然拍到帽子男反常举动; ""影子""轮廓与人体比例完全一致; 逃离时没听到碰撞声（保护受害者）; 第二天才发现的液体暗示延迟发现; 警方质问方式暴露他们已掌握关键画面",3,3dc18660
df4b4c77,午夜图书馆,深夜我在图书馆自习，窗外月光很亮。我透过落地窗看见楼下的庭院里站着一个人，他身后有另一个影子一样的人形。我觉得很奇怪，但继续看书。隔天警察来调查，问我为什么看到异常情况不报告。我这才知道昨晚楼下发生了命案。,月光下真实的影子只能有一个，第二个'影子'其实是凶手正在搬运的尸体。,问题1:当时庭院有路灯吗？回答1:没有; 问题2:影子是正常比例吗？回答2:两个'影子'形状完全相同; 问题3:能确定看到的是活人吗？回答3:不能; 问题4:月光足够产生清晰影子吗？回答4:是; 问题5:第二个'影子'有动作吗？回答5:没有,案发时庭院只有月光光源; 影子物理学上不可能完全重叠; 命案发生时间与目击时间吻合; 死者身材与目击者描述一致; 凶手搬运尸体的路线经过庭院; 图书馆落地窗会产生轻微反光; 深夜图书馆很少有人活动; 第二个'影子'始终静止不动; 警方在庭院发现拖拽痕迹; 目击者视角存在视觉误差可能,2,3dc18660
e3a46f68,午夜剧院,我是一名剧院夜班清洁工。凌晨三点打扫完舞台时，看到观众席最后一排坐着个穿红裙的女人，她的影子被月光拉得老长。第二天警方调查时责问我为何不报告尸体，我看着监控录像里空荡荡的座位，浑身发抖。,当时剧院电力故障完全无光，月光不可能照进封闭剧场，所以那个影子其实是第二具被吊死的尸体。,剧院当晚有电力故障吗？:是; 影子的形状是否可疑？:是; 红裙女子在监控里存在吗？:不是; 影子方向是否符合物理规律？:不是; 死者是否死于凶杀？:是,剧场所有窗户都装有遮光帘; 电力故障持续到凌晨四点; 法医报告显示死亡时间在午夜; 舞台吊杆上有摩擦痕迹; 清洁工提到听到过绳索声; 监控显示清洁工曾对着空气说话; 红裙是上个月自杀女演员的标志性装扮; 尸体脖颈有环形淤青; 最后一排座椅靠背上有蹬踏痕迹; 警方发现被移动过的备用绳索,3,3dc18660
873b3dbb,消失的邻居,我住在公寓楼的顶层，每晚都能听到楼上传来轻微的挪动家具声。虽然有些奇怪，但因为租金低廉，我也没太在意。直到有一天物业告诉我，楼上其实是个空置多年的阁楼，根本不可能有人住。奇怪的是，从那天起挪动声就消失了，我却开始失眠了...,"我早已发现住在壁橱里的流浪汉，他每晚出来找食物时发出的声音反而让我感到安心。当物业发现并赶走他后，失去这种""生活气息""让我无法入睡，于是我把物业管理员锁进了阁楼。现在每当听到他挣扎的声音，我就能睡得很香。",问：阁楼之前真的没有人住吗？答：是; 问：那些声音是自然现象吗？答：不是; 问：我需要那些声音才能入睡吗？答：是; 问：现在阁楼里有人吗？答：是; 问：是我主动造成现在的状况吗？答：是,顶层公寓的租金异常便宜; 声音只在夜间出现; 声音类似家具轻微移动; 主人公长期独居; 物业近期检查过阁楼; 主人公对声音有依赖性; 阁楼门锁有新撬动的痕迹; 物业管理员最近失踪; 主人公知道阁楼的结构; 主人公表现出强迫症倾向,3,0c266d24
a011c442,消失的室友,我和室友合租一间公寓，每晚都能听到他从隔壁房间传来的轻微鼾声。虽然有些吵，但我反而睡得很踏实。直到有一天他出差了，房间突然安静下来，我却整夜失眠。后来他再也没回来，但奇怪的是——我竟然又能睡着了。,我的室友其实早已被我杀害藏在墙壁夹层里，蛆虫啃食尸体的声音被我误以为是鼾声。出差只是掩盖失踪的借口，当尸体完全腐烂后声音消失导致我失眠。最后我把新杀的流浪汉尸体塞进同一个夹层，熟悉的'鼾声'又回来了。,隔壁房间真的住过人吗？:是; 鼾声是生物发出的吗？:是; 室友的出差是谎言吗？:是; 声音来源与死亡有关吗？:是; 后来出现的声音是新尸体吗？:是,公寓是老旧建筑; 墙壁有明显修补痕迹; 主角有精神疾病史; 邻居说见过打包的黑色塑料袋; 失踪案和流浪汉失踪时间吻合; 主角购买过大量除臭剂; 维修记录显示主角拒绝检查隔墙; 被单上有反复清洗的痕迹; 冰箱里放着多份相同的外卖; 阳台植物全部枯萎,2,0c266d24
6f8e4e64,医院怪影,我住院的第一晚，病房天花板上总传来规律的敲击声。护士说那是老鼠，但声音太有节奏了。奇怪的是，每次我按下呼叫铃，声音就会停止。一周后我出院时，发现隔壁床的病人总盯着天花板微笑。第二年我再住院时，发现那个病人不见了，护士说他‘转到顶层病房去了’。当晚，天花板的敲击声又响起了......,住院医生一直在通过通风管道偷窥病人，敲击声是他移动时的声响。隔壁床病人发现后选择了沉默，因为他享受被注视的感觉。后来医生被这个病人举报，被调往顶层精神科（所谓‘转院’）。当我再次住院时，那个病人已经取代了医生的位置，成为新的偷窥者。,问：敲击声是人为的吗？答：是的; 问：隔壁床病人知道真相吗？答：知道; 问：通风管道可以藏人吗？答：可以; 问：‘顶层病房’真实存在吗？答：不存在; 问：最后敲击声又出现重要吗？答：非常重要,敲击声只在夜间出现; 呼叫铃会立即打断声音; 护士对敲击声的解释很敷衍; 隔壁床病人从不出病房; 病人床头总放着望远镜; 顶层实际上是废弃的; 通风管道有近期维修记录; 病人曾投诉过‘被监视’; 医生失踪后病人行为反常; 最新敲击声的节奏不同,3,0c266d24
b51942c3,夜半钢琴声,我租住在一栋老旧的公寓里，每晚都能听到楼上传来的钢琴声。虽然有些扰人，但时间久了反而成了我的催眠曲。某天房东告诉我楼上的住户搬走了，钢琴声却依然准时响起。我向房东反应，他却笑着说“这栋楼根本没有钢琴”，而此刻没有钢琴声的夜晚，我反而失眠了…,我其实一直知道楼上住着个用钢琴声掩盖杀人动静的连环杀手，那规律的声音恰好掩盖了受害者挣扎的响动。当房东说楼上没人时，我意识到杀手转移了——于是我在深夜带着榔头敲开了房东的房门，逼他承认自己就是那个杀手。现在他每天被迫在相同时间弹奏我准备的电子琴，透过地板传来的熟悉旋律，我终于又能睡着了。（原钢琴声是凶手作案时用来掩盖声音的伪装）,问题1:钢琴声是否真实存在？:不是; 问题2:房东是否知道声音来源？:是; 问题3:前任楼上住户是否还活着？:不是; 问题4:电子琴是后来才出现的吗？:是; 问题5:我是否参与过犯罪行为？:是,弹奏时间永远固定在凌晨1:17; 琴声总会在23分钟后突然停止; 房东总在琴声停止后下楼倒垃圾; 我曾经在楼梯间闻到消毒水味; 电子琴插头连着房东房间的插座; 我床底藏着带血的榔头; 房东右手总戴着不合时宜的手套; 公寓公告板贴满失踪宠物启事; 电子琴谱架上放着我的字迹; 琴凳下有暗红色污渍,3,0c266d24
235e1a18,车后座,我买了一辆二手车，开车时总觉得后座有怪声。卖家说这是老车的通病，我也就习惯了。后来我认识了新女友，怪声突然消失了，但这种安静反而让我心神不宁。直到有一天，我在后备箱发现了一部旧手机...,前任车主一直躲在后备箱监视我，发出声响的手机是他故意留下的。被人监视让我感到安全，所以我从未揭穿。但当他有了新目标离开后，那种安静让我崩溃。最后我把他锁在了后备箱，听着熟悉的敲击声，终于能安心驾驶了。,问题1: 车是二手买的吗？: 是; 问题2: 卖家认识前任车主吗？: 是; 问题3: 后座声音是人为制造的吗？: 是; 问题4: 发现手机时它还在响吗？: 不是; 问题5: 主角精神状态正常吗？: 不是,车价比市场价低很多; 后座经常有规律性震动; 空调出风口有陌生人的气味; 行车记录仪偶尔会莫名启动; 后备箱锁有被撬过的痕迹; 前任车主是汽修工人; 主角有严重的失眠症; 方向盘下方发现窃听器; 女友说车里有监控摄像头; 备胎舱有生活用品,3,0c266d24
f20be7e1,记号之门,"刚搬进新公寓的我发现门边有一个被擦掉的""X""痕迹。当晚我被隔壁婴儿哭声吵得失眠，次日发现门上出现了""O""。第三天夜里我听到隔壁传来锯子声，透过猫眼看到邻居提着染血的斧头在走廊徘徊......","这个社区连续发生独居女性失踪案，凶手用""X""标记空置房屋，用""O""标记有女性独居的目标。我搬来时误擦了前租客留下的""X""，被婴儿哭声吸引注意的邻居确认我是女性独居后改成""O""，那晚的锯子声是他在处理上一个受害者的尸体。",门上记号重要吗？:是; 邻居是正常人吗？:不是; 婴儿哭声是真的吗？:不是; 前租客还活着吗？:不是; 斧头上有血迹吗？:是,新搬来的住户; 被擦掉的X记号; 深夜婴儿哭声; 记号变成O; 奇怪的锯子声; 染血的斧头; 独居女性; 前租客遗留物品; 社区失踪案传闻; 邻居反常的作息,3,eefd6a4f
6be24cef,消失的室友,"合租室友问我另一个室友去哪了？我坚称一直只有我们两个人合租。可随后他拿出了一张三人合照，照片里那个""不存在的人""正搂着我们肩膀...",我们三人本是流浪孤儿，被一个自称房东的男人收留。后来发现他专门诱拐孤儿进行非法器官买卖。为了保护我们，我在他准备动手当晚用水果刀刺死了他，并将尸体砌进浴室墙内。我们重新布置了房间，并约定永远忘记第三个人。直到大扫除时凿开那面墙...,"问题1:照片是最近拍的吗？:不是; 问题2:合照背景是在现在住的房子里吗？:是; 问题3:""不存在的人""对我们有恶意吗？:最初没有; 问题4:墙最近被破坏过吗？:是; 问题5:我们现在的身份是合法的吗？:不是",浴室有面墙的瓷砖颜色比其他地方新; 房子里备有大量空气清新剂; 我总坚持由我来打扫浴室; 租房合同上只登记了两个人; 储物间放着未使用的砌墙工具; 衣柜深处藏着一套染血的工作服; 邻居曾投诉过某晚听到激烈争吵; 社区登记显示这里住着三户人家; 我的手机里有删除的救护车通话记录; 室友最近开始做关于砌墙的噩梦,2,23872de5
0ceab46f,送餐惊魂,我带着外卖走进电梯准备送餐到28楼，随着电梯的上升，我知道，这单外卖永远送不到了。,28楼住户点了外卖后在家中被人杀害，凶手为制造完美不在场证明，故意用死者指纹解锁手机确认送达。当外卖员乘电梯时，电梯因死者生前最后一次操作自动升至28楼，凶手正在清理现场时听见电梯声音，发现外卖员后将其灭口。,问题1:死者是点外卖的人吗？:是; 问题2:凶手知道电梯会来吗？:不是; 问题3:电梯自动运行与死者有关吗？:是; 问题4:外卖员看到凶手行凶过程了吗？:不是; 问题5:关键在于手机操作吗？:是,线索1:死者手机最后一次操作与电梯有关; 线索2:28楼按钮在死者生前被按下; 线索3:凶手需要制造不在场证明; 线索4:外卖订单显示已完成状态; 线索5:电梯监控拍到自动运行画面; 线索6:死者家中发现两份外卖; 线索7:凶手清理现场时戴着死者手套; 线索8:电梯门开后传出两声惊呼; 线索9:凶手以为28楼只有自己一个人; 线索10:外卖员手机显示28楼信号消失,3,c9708250
